,search term,actual_words_searched,num_occur,percentage_of_terms,td-idf,word_order,truth
0,cnn | introduction pooling layer,"['cnn', '|', 'introduction', 'pooling', 'layer']","[(10, 124), (21, 50), (26, 36), (9, 33), (25, 11), (14, 8), (11, 8), (29, 7), (20, 5), (18, 2), (19, 2), (0, 2), (24, 2), (2, 1)]","[(25, 1.0), (14, 0.8), (9, 0.6), (10, 0.6), (19, 0.6), (26, 0.6), (20, 0.4), (2, 0.4), (11, 0.4), (21, 0.4), (18, 0.2), (0, 0.2), (24, 0.2), (29, 0.2)]","[(10, 0.019870984375332308), (9, 0.01698692448461501), (25, 0.016557162080876413), (29, 0.011368991778888102), (18, 0.011147102687390659), (21, 0.011069355769271611), (26, 0.006210055547335359), (11, 0.002975722569682177), (20, 0.0015730623589730267), (24, 0.0008756023324229411), (0, 0.0005258909565750253), (14, 0.0004642310518102739), (19, 0.00023324102159455627), (2, 0.00013199470004180488)]","[(26, 17), (10, 12), (25, 10), (2, 0), (9, 0), (11, 0), (14, 0), (19, 0), (20, 0), (21, 0)]",25
0,gentle introduction pooling layers convolutional,"['gentle', 'introduction', 'pooling', 'layers', 'convolutional']","[(26, 28), (9, 27), (10, 24), (21, 13), (20, 5), (14, 4), (25, 4), (11, 3), (19, 3), (0, 2), (24, 2), (22, 2), (29, 2), (18, 2), (2, 1)]","[(26, 1.0), (14, 0.6), (25, 0.6), (9, 0.6), (10, 0.6), (11, 0.4), (19, 0.4), (21, 0.4), (22, 0.4), (0, 0.2), (2, 0.2), (20, 0.2), (24, 0.2), (29, 0.2), (18, 0.2)]","[(9, 0.018278477501294847), (18, 0.009092657513386223), (22, 0.007546444179891611), (25, 0.006581369549213847), (26, 0.006352233495541299), (10, 0.005058064655872915), (29, 0.0035507245197267234), (21, 0.003146000338277261), (20, 0.0015730623589730267), (11, 0.0012197948004589335), (24, 0.0008756023324229411), (0, 0.0005258909565750253), (19, 0.0004601205519772973), (14, 0.00030526683848842865), (2, 0.00013199470004180488)]","[(26, 25), (9, 5), (25, 5), (10, 4), (11, 0), (14, 0), (19, 0), (21, 0), (22, 0)]",26
0,"bitcoin , cryptocurrency , blockchain","['bitcoin', ',', 'cryptocurrency', ',', 'blockchain']","[(14, 2418), (26, 1142), (19, 1029), (21, 458), (10, 436), (0, 385), (20, 284), (11, 204), (24, 161), (5, 154), (9, 100), (23, 95), (7, 78), (29, 77), (25, 67), (17, 51), (16, 43), (2, 38), (18, 24), (27, 22), (22, 22), (12, 17), (6, 14), (8, 14), (15, 14), (1, 12), (4, 7), (13, 5), (28, 4), (3, 2), (30, 2)]","[(1, 0.8), (2, 0.8), (3, 0.8), (5, 0.8), (7, 0.8), (12, 0.8), (13, 0.8), (27, 0.8), (28, 0.8), (30, 0.8), (4, 0.6), (6, 0.6), (8, 0.6), (24, 0.4), (0, 0.2), (9, 0.2), (10, 0.2), (11, 0.2), (14, 0.2), (15, 0.2), (16, 0.2), (17, 0.2), (18, 0.2), (19, 0.2), (20, 0.2), (21, 0.2), (22, 0.2), (23, 0.2), (25, 0.2), (26, 0.2), (29, 0.2)]","[(27, 0.046818421723372826), (6, 0.041772387517011185), (7, 0.037150288059757064), (8, 0.03706025843734834), (5, 0.036764754589483854), (4, 0.01761705038760906), (13, 0.005339907207630581), (1, 0.004510487854341467), (2, 0.0038526644855800835), (12, 0.0036827773211907315), (28, 0.003667450525705311), (3, 0.002343505835251639), (30, 0.0008960463487726856), (15, -6.601463130056997e-06), (9, -1.468709595680128e-05), (22, -1.8009212686928514e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (10, -1.99351405534663e-05), (24, -2.0111196352063648e-05), (11, -2.1650490276774153e-05), (23, -2.2562753744535223e-05), (18, -2.3671825850374764e-05), (20, -2.549349572168804e-05), (25, -2.877419177518091e-05), (0, -2.8884280408553646e-05), (21, -2.893029989479066e-05), (19, -3.4239343588206486e-05), (29, -3.5682046401256354e-05), (14, -4.0034610913606734e-05), (26, -5.6207491572618445e-05)]","[(21, 27), (5, 26), (12, 23), (2, 16), (20, 14), (11, 13), (14, 11), (27, 9), (1, 8), (10, 8), (30, 7), (13, 6), (7, 5), (28, 5), (19, 4), (25, 4), (9, 3), (17, 3), (18, 2), (23, 2), (26, 2), (0, 1), (3, 1), (6, 1), (8, 1), (15, 1), (16, 1), (22, 1), (24, 1), (29, 1), (4, 0)]",27
0,satoshi nakamoto kenton updated may,"['satoshi', 'nakamoto', 'kenton', 'updated', 'may']","[(2, 17), (10, 13), (14, 12), (1, 10), (12, 7), (20, 6), (30, 5), (5, 4), (28, 4), (24, 3), (26, 3), (9, 3), (23, 2), (27, 2), (3, 1), (4, 1), (7, 1), (13, 1), (0, 1), (8, 1), (11, 1), (17, 1), (19, 1)]","[(28, 1.0), (5, 0.8), (1, 0.6), (2, 0.6), (3, 0.6), (7, 0.6), (12, 0.6), (13, 0.6), (24, 0.6), (30, 0.6), (4, 0.4), (14, 0.4), (26, 0.4), (0, 0.2), (8, 0.2), (9, 0.2), (10, 0.2), (11, 0.2), (17, 0.2), (19, 0.2), (20, 0.2), (23, 0.2), (27, 0.2)]","[(4, 0.003276529307704397), (27, 0.0021458581171054122), (3, 0.002006274633520442), (1, 0.0018950435319891952), (28, 0.0018490181874952652), (8, 0.001334619072833854), (30, 0.0011293990090028485), (2, 0.0008689672991734667), (7, 0.0008154961620617925), (10, 0.0008067501738819894), (12, 0.000764542263280072), (20, 0.0007310131743214652), (23, 0.0006447055315014788), (9, 0.0005980260326359345), (13, 0.0005384441031851219), (24, 0.0005086232252782774), (17, 0.0005002914924451475), (5, 0.000481446308374489), (14, 0.00026966430547608055), (26, 0.00020040670954807145), (11, 0.00014404575712060022), (0, 0.00010182718210967761), (19, 4.5161978323481285e-05)]","[(28, 19), (30, 12), (2, 10), (3, 8), (1, 5), (12, 2), (4, 1), (5, 1), (7, 1), (13, 1), (24, 1), (14, 0), (26, 0)]",28
0,neocognitron : self-organizing neural network,"['neocognitron', ':', 'self-organizing', 'neural', 'network']","[(14, 77), (21, 57), (19, 49), (2, 47), (5, 43), (10, 28), (7, 25), (11, 23), (24, 21), (9, 19), (23, 13), (29, 12), (12, 8), (18, 5), (1, 5), (16, 5), (26, 5), (22, 4), (30, 4), (13, 4), (0, 2), (3, 2), (8, 2), (4, 2), (6, 2), (15, 1), (17, 1), (20, 1), (25, 1), (27, 1), (28, 1)]","[(19, 1.0), (21, 1.0), (22, 1.0), (29, 1.0), (9, 0.8), (18, 0.8), (14, 0.8), (10, 0.6), (11, 0.6), (20, 0.6), (26, 0.6), (0, 0.4), (1, 0.4), (2, 0.4), (3, 0.4), (5, 0.4), (7, 0.4), (8, 0.4), (12, 0.4), (15, 0.4), (17, 0.4), (24, 0.4), (25, 0.4), (27, 0.4), (28, 0.4), (30, 0.4), (16, 0.2), (23, 0.2), (4, 0.2), (6, 0.2), (13, 0.2)]","[(29, 0.0011439070060660966), (18, 0.001014474103239046), (23, 0.0009709374063112491), (7, 0.0009098547223235547), (5, 0.0007844113481245106), (21, 0.0007406495421180015), (16, 0.0006779787113177069), (22, 0.0006735696076328284), (9, 0.0005740371223519301), (24, 0.0005396122127763384), (11, 0.0005021296301718239), (6, 0.0004559904216620866), (8, 0.00040455247775508297), (4, 0.00038461800783671656), (2, 0.00036411612547129605), (19, 0.00033539499754873067), (13, 0.0003264285675366967), (10, 0.0002633548309967878), (14, 0.00026225301278702193), (3, 0.00017907316154341054), (27, 0.00016261423125449412), (1, 0.0001436073730559169), (30, 0.00013693830000378453), (12, 0.00013242835599168383), (15, 9.69979625026807e-05), (25, 8.83443493366626e-05), (17, 7.582469297352413e-05), (28, 7.005977439475565e-05), (26, 5.0623078248003664e-05), (0, 3.0866064829883045e-05), (20, 1.8465518049494463e-05)]","[(14, 40), (19, 32), (21, 18), (11, 13), (9, 9), (29, 9), (10, 7), (18, 5), (26, 5), (22, 4), (8, 1), (20, 1), (0, 0), (1, 0), (2, 0), (3, 0), (5, 0), (7, 0), (12, 0), (15, 0), (17, 0), (24, 0), (25, 0), (27, 0), (28, 0), (30, 0)]",29
0,"satoshi nakamoto wikipedia , free","['satoshi', 'nakamoto', 'wikipedia', ',', 'free']","[(19, 1029), (21, 458), (10, 436), (20, 284), (11, 204), (7, 103), (23, 95), (29, 77), (25, 67), (17, 51), (16, 43), (27, 33), (8, 16), (15, 14), (6, 11), (2, 4), (26, 3), (1, 2), (3, 2), (13, 2), (28, 2), (4, 1), (5, 1), (12, 1), (24, 1), (30, 1), (18, 1), (22, 1), (0, 1), (9, 1), (14, 1)]","[(2, 1.0), (5, 1.0), (12, 1.0), (30, 1.0), (1, 0.8), (3, 0.8), (4, 0.8), (24, 0.8), (28, 0.8), (7, 0.6), (13, 0.6), (18, 0.6), (22, 0.6), (0, 0.4), (9, 0.4), (14, 0.4), (26, 0.4), (6, 0.2), (8, 0.2), (10, 0.2), (11, 0.2), (15, 0.2), (16, 0.2), (17, 0.2), (19, 0.2), (20, 0.2), (21, 0.2), (23, 0.2), (25, 0.2), (27, 0.2), (29, 0.2)]","[(18, 0.0020207146100199476), (4, 0.0019152860216710807), (3, 0.001783464716535824), (22, 0.00167709055197087), (13, 0.001625519501787264), (28, 0.0013955093505311992), (1, 0.0005720984220575955), (30, 0.00034095648992596634), (2, 0.00030862852754625074), (26, 0.0003025058801204896), (9, 0.00030089876023521074), (24, 0.00025591544441383533), (5, 0.00018168096713679484), (12, 0.00016486369198516037), (0, 0.00015370404221365966), (14, 3.392061999366134e-05), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (8, -1.5733103766407616e-05), (7, -1.8222955898392585e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (10, -1.99351405534663e-05), (11, -2.1650490276774153e-05), (23, -2.2562753744535223e-05), (20, -2.549349572168804e-05), (27, -2.608687425974204e-05), (25, -2.877419177518091e-05), (21, -2.893029989479066e-05), (19, -3.4239343588206486e-05), (29, -3.5682046401256354e-05)]","[(28, 19), (30, 15), (2, 12), (3, 8), (9, 7), (1, 5), (12, 4), (5, 2), (18, 2), (22, 2), (4, 1), (7, 1), (24, 1), (0, 0), (13, 0), (14, 0), (26, 0)]",30
0,ureas volume 6,"['ureas', 'volume', '6']","[(26, 21), (0, 15), (14, 12), (19, 8), (21, 8), (11, 7), (25, 7), (24, 6), (2, 4), (12, 4), (20, 3), (30, 2), (1, 1), (5, 1), (9, 1), (10, 1), (29, 1), (3, 1), (16, 1), (18, 1), (22, 1)]","[(0, 1.0), (5, 0.6666666666666666), (9, 0.6666666666666666), (10, 0.6666666666666666), (20, 0.6666666666666666), (1, 0.3333333333333333), (29, 0.3333333333333333), (2, 0.3333333333333333), (3, 0.3333333333333333), (11, 0.3333333333333333), (12, 0.3333333333333333), (14, 0.3333333333333333), (16, 0.3333333333333333), (18, 0.3333333333333333), (19, 0.3333333333333333), (21, 0.3333333333333333), (22, 0.3333333333333333), (24, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (30, 0.3333333333333333)]","[(25, 0.0045581282768224485), (29, 0.0021359906658601257), (0, 0.0017062876761507618), (26, 0.0015671391740700407), (18, 0.0014954802690666923), (22, 0.0012411727106213409), (24, 0.0011363796622420022), (11, 0.0011264081394845866), (21, 0.0007661920062433347), (3, 0.0006599487827055443), (16, 0.0006537727914235406), (1, 0.0006435712136098041), (30, 0.0005046667161865927), (12, 0.000488045956072663), (20, 0.0004083123139310952), (19, 0.0004036084167830875), (14, 0.00030124561477503595), (2, 0.00022840824287006462), (9, 0.00022268763569435718), (5, 0.000134457533127525), (10, 6.932549588670376e-05)]","[(0, 20), (5, 0), (9, 0), (10, 0), (20, 0)]",0
0,. also known,"['.', 'also', 'known']","[(29, 61), (16, 46), (25, 20), (2, 10), (1, 5), (9, 4), (10, 4), (14, 4), (27, 4), (6, 3), (13, 3), (23, 3), (24, 3), (26, 3), (3, 2), (5, 2), (8, 2), (11, 2), (12, 2), (15, 2), (21, 2), (22, 2), (30, 2), (0, 1), (4, 1), (7, 1), (17, 1), (18, 1), (19, 1), (20, 1), (28, 1)]","[(0, 1.0), (1, 1.0), (2, 1.0), (3, 1.0), (4, 1.0), (5, 1.0), (7, 1.0), (9, 1.0), (10, 1.0), (11, 1.0), (12, 1.0), (13, 1.0), (14, 1.0), (17, 1.0), (18, 1.0), (19, 1.0), (20, 1.0), (21, 1.0), (28, 1.0), (30, 1.0), (6, 0.6666666666666666), (8, 0.6666666666666666), (15, 0.6666666666666666), (22, 0.6666666666666666), (23, 0.6666666666666666), (24, 0.6666666666666666), (26, 0.6666666666666666), (27, 0.6666666666666666), (16, 0.3333333333333333), (25, 0.3333333333333333), (29, 0.3333333333333333)]","[(6, 0.004010192676579764), (13, 0.0014353826185543803), (27, 0.0013507846733394314), (18, 0.0011895678581903275), (4, 0.0011275034481977885), (3, 0.001049901996297536), (1, 0.0008419668606671798), (8, 0.0008401221748818414), (9, 0.0007085404182663699), (22, 0.0006993910491402131), (2, 0.00045421378985081395), (17, 0.000444558502432271), (28, 0.00041075891196223555), (15, 0.0004028656043293041), (30, 0.00040143311623141076), (23, 0.0003043741605610206), (11, 0.0002559978214071978), (10, 0.0002205776521849941), (5, 0.00021390634568503554), (7, 0.0002133783267296967), (12, 0.00019410613254902047), (24, 0.00016008524788608286), (21, 0.000152365330837539), (20, 0.00010826292502873283), (0, 9.048352864113447e-05), (14, 7.987447425631151e-05), (26, 6.307647032532672e-05), (19, 4.013088719985939e-05), (25, -8.589310977665943e-06), (16, -1.9834648197489817e-05), (29, -2.8267595200995294e-05)]","[(20, 5), (21, 5), (1, 4), (10, 4), (2, 2), (5, 2), (9, 2), (11, 2), (18, 2), (26, 2), (28, 2), (0, 1), (3, 1), (6, 1), (7, 1), (8, 1), (17, 1), (19, 1), (23, 1), (24, 1), (27, 1), (4, 0), (12, 0), (13, 0), (14, 0), (15, 0), (22, 0), (30, 0)]",1
0,appreciation depreciation referred,"['appreciation', 'depreciation', 'referred']","[(14, 10), (2, 5), (5, 3), (1, 2), (9, 2), (12, 2), (20, 2), (0, 1), (4, 1), (7, 1), (10, 1), (26, 1)]","[(2, 1.0), (0, 0.3333333333333333), (1, 0.3333333333333333), (4, 0.3333333333333333), (5, 0.3333333333333333), (7, 0.3333333333333333), (9, 0.3333333333333333), (10, 0.3333333333333333), (12, 0.3333333333333333), (14, 0.3333333333333333), (20, 0.3333333333333333), (26, 0.3333333333333333)]","[(4, 0.002748543676502186), (9, 0.0008636134502670802), (1, 0.000820993565708445), (5, 0.0007821673646356233), (2, 0.0005536242225556131), (20, 0.0005278305418275836), (7, 0.000520157744593118), (14, 0.0004867800659102947), (12, 0.0004731774293379511), (0, 0.00022057398659996606), (26, 0.00014470434432981138), (10, 0.00013442693059161526)]","[(2, 2)]",2
0,first time mainstream,"['first', 'time', 'mainstream']","[(14, 29), (26, 17), (2, 14), (5, 9), (24, 8), (10, 7), (21, 7), (9, 5), (30, 5), (11, 3), (1, 2), (4, 2), (12, 2), (19, 2), (20, 2), (28, 2), (0, 1), (3, 1), (7, 1), (13, 1), (16, 1), (17, 1), (23, 1), (29, 1), (8, 1), (27, 1)]","[(0, 1.0), (3, 1.0), (16, 1.0), (17, 1.0), (20, 1.0), (1, 0.6666666666666666), (2, 0.6666666666666666), (4, 0.6666666666666666), (5, 0.6666666666666666), (7, 0.6666666666666666), (9, 0.6666666666666666), (10, 0.6666666666666666), (11, 0.6666666666666666), (12, 0.6666666666666666), (13, 0.6666666666666666), (14, 0.6666666666666666), (19, 0.6666666666666666), (21, 0.6666666666666666), (24, 0.6666666666666666), (28, 0.6666666666666666), (30, 0.6666666666666666), (23, 0.3333333333333333), (26, 0.3333333333333333), (29, 0.3333333333333333), (8, 0.3333333333333333), (27, 0.3333333333333333)]","[(3, 0.002459583386489032), (16, 0.0024365658949042418), (17, 0.002082915759300998), (4, 0.0017278742054369375), (20, 0.0010145011352008756), (24, 0.0009234958960119961), (8, 0.0009087143306032676), (30, 0.0007689842632556031), (5, 0.0007375652196702902), (27, 0.0007305350500928228), (9, 0.0006786391175725678), (26, 0.0006628697546595043), (28, 0.0006294789871971948), (2, 0.00048725084144444233), (14, 0.00044372128915288914), (0, 0.0004239477295623105), (21, 0.0004086188999344109), (29, 0.00036712183082181644), (13, 0.00036661537569233915), (10, 0.00029577659527432694), (11, 0.0002942332679544637), (1, 0.00025805913457824394), (23, 0.0001881566967982211), (7, 0.0001634987934382182), (12, 0.00014873168684524538), (19, 6.149970090536919e-05)]","[(3, 2), (2, 1), (9, 1), (16, 1), (0, 0), (1, 0), (4, 0), (5, 0), (7, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (17, 0), (19, 0), (20, 0), (21, 0), (24, 0), (28, 0), (30, 0)]",3
0,pretty clear obvious,"['pretty', 'clear', 'obvious']","[(0, 2), (30, 2), (1, 1), (4, 1), (5, 1), (7, 1), (16, 1), (14, 1), (19, 1)]","[(4, 1.0), (7, 0.6666666666666666), (16, 0.6666666666666666), (19, 0.6666666666666666), (1, 0.3333333333333333), (5, 0.3333333333333333), (0, 0.3333333333333333), (14, 0.3333333333333333), (30, 0.3333333333333333)]","[(4, 0.005928104241062807), (16, 0.002734219202094476), (30, 0.0018808578837857302), (7, 0.0011218847850612552), (0, 0.000847895459124621), (1, 0.0007889832421594687), (5, 0.0005011139096476143), (19, 0.00021099721068468672), (14, 9.356012779201092e-05)]","[(4, 2), (16, 0), (19, 0), (7, 0)]",4
0,extremely difficult information,"['extremely', 'difficult', 'information']","[(14, 59), (5, 28), (0, 24), (20, 21), (7, 14), (19, 12), (23, 10), (2, 9), (21, 7), (24, 6), (10, 3), (30, 3), (17, 2), (29, 2), (11, 1), (12, 1), (1, 1), (6, 1), (13, 1), (28, 1), (4, 1), (9, 1), (15, 1)]","[(2, 1.0), (5, 1.0), (7, 1.0), (10, 1.0), (11, 1.0), (12, 1.0), (21, 1.0), (0, 0.6666666666666666), (1, 0.6666666666666666), (6, 0.6666666666666666), (13, 0.6666666666666666), (14, 0.6666666666666666), (19, 0.6666666666666666), (20, 0.6666666666666666), (24, 0.6666666666666666), (28, 0.3333333333333333), (4, 0.3333333333333333), (9, 0.3333333333333333), (15, 0.3333333333333333), (17, 0.3333333333333333), (23, 0.3333333333333333), (29, 0.3333333333333333), (30, 0.3333333333333333)]","[(5, 0.0026367139539482335), (7, 0.0026302053347530786), (23, 0.002522019948061678), (20, 0.002001752431918256), (0, 0.0019120184728361527), (6, 0.0011769426424287832), (14, 0.0010373166441406457), (4, 0.0009927255331790607), (29, 0.0009841675544447583), (24, 0.0007958721354301531), (17, 0.000782834991878345), (28, 0.0007658612025763207), (30, 0.000530170756883554), (15, 0.0005007168259455788), (21, 0.00046953234677388), (19, 0.00042400533450544833), (13, 0.00042126729267746117), (2, 0.0003599267609202456), (9, 0.00015596097857321307), (1, 0.0001482642030072623), (10, 0.00014565791421042356), (11, 0.00011269835766593482), (12, 8.545167388891614e-05)]","[(5, 4), (7, 1), (11, 1), (12, 1), (0, 0), (1, 0), (2, 0), (6, 0), (10, 0), (13, 0), (14, 0), (19, 0), (20, 0), (21, 0), (24, 0)]",5
0,. developed root,"['.', 'developed', 'root']","[(5, 248), (12, 214), (9, 145), (1, 140), (26, 105), (15, 66), (29, 61), (28, 57), (16, 46), (22, 37), (3, 36), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15), (24, 6), (10, 4), (0, 3), (19, 2), (2, 1), (6, 1), (7, 1), (11, 1), (13, 1), (14, 1), (17, 1), (20, 1), (21, 1), (23, 1), (30, 1)]","[(6, 1.0), (20, 1.0), (23, 1.0), (0, 0.6666666666666666), (2, 0.6666666666666666), (7, 0.6666666666666666), (10, 0.6666666666666666), (11, 0.6666666666666666), (13, 0.6666666666666666), (14, 0.6666666666666666), (17, 0.6666666666666666), (19, 0.6666666666666666), (21, 0.6666666666666666), (24, 0.6666666666666666), (30, 0.6666666666666666), (1, 0.3333333333333333), (3, 0.3333333333333333), (4, 0.3333333333333333), (5, 0.3333333333333333), (8, 0.3333333333333333), (9, 0.3333333333333333), (12, 0.3333333333333333), (15, 0.3333333333333333), (16, 0.3333333333333333), (18, 0.3333333333333333), (22, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (27, 0.3333333333333333), (28, 0.3333333333333333), (29, 0.3333333333333333)]","[(6, 0.006263062850131866), (24, 0.0042352082634896345), (23, 0.0013420848964568284), (13, 0.0010679814415261162), (17, 0.000992307327955123), (0, 0.0006059099176278662), (20, 0.0005072505676004378), (10, 0.0004923554930313197), (7, 0.00047628574435585984), (30, 0.0004480231743863428), (11, 0.00028570875681498267), (2, 0.00021281542379593328), (19, 0.00017915380418048746), (21, 0.0001700487489151454), (14, 4.457232607601296e-05), (26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (18, -1.4794891156484228e-05), (3, -1.56694069900254e-05), (12, -1.7220839876055443e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (27, -2.213431755372052e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (15, -3.1121183327411556e-05)]","[(2, 2), (6, 2), (0, 0), (7, 0), (10, 0), (11, 0), (13, 0), (14, 0), (17, 0), (19, 0), (20, 0), (21, 0), (23, 0), (24, 0), (30, 0)]",6
0,open everyone network,"['open', 'everyone', 'network']","[(14, 77), (21, 57), (19, 49), (2, 47), (5, 43), (10, 28), (7, 25), (11, 23), (24, 21), (9, 19), (29, 12), (12, 8), (1, 5), (18, 5), (26, 5), (13, 4), (22, 4), (30, 4), (0, 2), (4, 2), (6, 2), (8, 2), (3, 2), (17, 1), (23, 1), (15, 1), (20, 1), (25, 1), (27, 1), (28, 1)]","[(6, 1.0), (7, 1.0), (24, 1.0), (0, 0.6666666666666666), (4, 0.6666666666666666), (5, 0.6666666666666666), (8, 0.6666666666666666), (11, 0.6666666666666666), (12, 0.6666666666666666), (14, 0.6666666666666666), (17, 0.6666666666666666), (1, 0.6666666666666666), (2, 0.6666666666666666), (23, 0.3333333333333333), (3, 0.3333333333333333), (9, 0.3333333333333333), (10, 0.3333333333333333), (13, 0.3333333333333333), (15, 0.3333333333333333), (18, 0.3333333333333333), (19, 0.3333333333333333), (20, 0.3333333333333333), (21, 0.3333333333333333), (22, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (27, 0.3333333333333333), (28, 0.3333333333333333), (29, 0.3333333333333333), (30, 0.3333333333333333)]","[(29, 0.0011439070060660966), (18, 0.001014474103239046), (7, 0.0009098547223235547), (5, 0.0007844113481245106), (21, 0.0007406495421180015), (23, 0.0006982677234118218), (22, 0.0006735696076328284), (9, 0.0005740371223519301), (24, 0.0005396122127763384), (11, 0.0005021296301718239), (6, 0.0004559904216620866), (8, 0.00040455247775508297), (4, 0.00038461800783671656), (2, 0.00036411612547129605), (19, 0.00033539499754873067), (13, 0.0003264285675366967), (10, 0.0002633548309967878), (14, 0.00026225301278702193), (3, 0.00017907316154341054), (27, 0.00016261423125449412), (1, 0.0001436073730559169), (30, 0.00013693830000378453), (12, 0.00013242835599168383), (15, 9.69979625026807e-05), (25, 8.83443493366626e-05), (17, 7.582469297352413e-05), (28, 7.005977439475565e-05), (26, 5.0623078248003664e-05), (0, 3.0866064829883045e-05), (20, 1.8465518049494463e-05)]","[(7, 2), (6, 1), (0, 0), (1, 0), (2, 0), (4, 0), (5, 0), (8, 0), (11, 0), (12, 0), (14, 0), (17, 0), (24, 0)]",7
0,. intermediary replaced,"['.', 'intermediary', 'replaced']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (5, 248), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (15, 66), (29, 61), (28, 57), (16, 46), (17, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (25, 20), (18, 15), (0, 1), (8, 1), (12, 1), (20, 1), (23, 1)]","[(8, 1.0), (0, 0.6666666666666666), (12, 0.6666666666666666), (20, 0.6666666666666666), (23, 0.6666666666666666), (1, 0.3333333333333333), (2, 0.3333333333333333), (3, 0.3333333333333333), (4, 0.3333333333333333), (5, 0.3333333333333333), (6, 0.3333333333333333), (7, 0.3333333333333333), (9, 0.3333333333333333), (10, 0.3333333333333333), (11, 0.3333333333333333), (13, 0.3333333333333333), (14, 0.3333333333333333), (15, 0.3333333333333333), (16, 0.3333333333333333), (17, 0.3333333333333333), (18, 0.3333333333333333), (19, 0.3333333333333333), (21, 0.3333333333333333), (22, 0.3333333333333333), (24, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (27, 0.3333333333333333), (28, 0.3333333333333333), (29, 0.3333333333333333), (30, 0.3333333333333333)]","[(8, 0.007109899773549884), (23, 0.0017172659246865699), (20, 0.0006490529155926417), (12, 0.0005818480852605693), (0, 0.0005424626949812425), (26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (4, -2.3371639652996823e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(8, 2), (0, 0), (12, 0), (20, 0), (23, 0)]",8
0,superhuman performance first,"['superhuman', 'performance', 'first']","[(10, 28), (26, 17), (2, 14), (12, 11), (14, 11), (19, 9), (30, 9), (21, 7), (7, 6), (5, 5), (24, 5), (9, 4), (16, 4), (4, 4), (28, 4), (11, 3), (1, 3), (0, 1), (20, 1), (3, 1), (13, 1), (17, 1), (23, 1), (29, 1)]","[(9, 1.0), (0, 0.6666666666666666), (2, 0.6666666666666666), (10, 0.6666666666666666), (11, 0.6666666666666666), (12, 0.6666666666666666), (14, 0.6666666666666666), (16, 0.6666666666666666), (19, 0.6666666666666666), (20, 0.6666666666666666), (21, 0.6666666666666666), (1, 0.3333333333333333), (3, 0.3333333333333333), (4, 0.3333333333333333), (5, 0.3333333333333333), (7, 0.3333333333333333), (13, 0.3333333333333333), (17, 0.3333333333333333), (23, 0.3333333333333333), (24, 0.3333333333333333), (26, 0.3333333333333333), (28, 0.3333333333333333), (29, 0.3333333333333333), (30, 0.3333333333333333)]","[(4, 0.002962513556544745), (16, 0.0013663999692619477), (30, 0.0011866104996222178), (28, 0.0010792684023315068), (10, 0.0010142430165942103), (7, 0.0008409768324256202), (12, 0.0007012686468991584), (26, 0.0006628697546595043), (24, 0.0004948040167544234), (9, 0.00046542221175224817), (2, 0.0004177061092395819), (29, 0.00036712183082181644), (5, 0.0003512741191256314), (21, 0.00035029721107792593), (3, 0.00034482698279620006), (1, 0.0003318399925350445), (13, 0.00031428879981793885), (17, 0.0002920191934308392), (11, 0.0002522377040987011), (19, 0.0002372486483305332), (23, 0.0001881566967982211), (14, 0.0001442856641053299), (20, 7.111516678318515e-05), (0, 5.9436332694111245e-05)]","[(9, 2), (0, 0), (2, 0), (10, 0), (11, 0), (12, 0), (14, 0), (16, 0), (19, 0), (20, 0), (21, 0)]",9
